preprocessing,k1,b,category,rank,query,cran_id,AP@all_vector,AP@all_bm25,dAP@all,P@10_vector,P@10_bm25,n_relevant,n_terms,text
stopwords,1.2,1,bm25_better,5,154,227,0.3929,0.6250,+0.2321,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stopwords,1.2,1,bm25_better,6,84,131,0.1175,0.3455,+0.2280,0.20,0.40,11,20,"references on the methods available for accurately estimating aerodynamic heat transfer to conical bodies for both laminar and turbulent flow"
stopwords,1.2,1,bm25_better,7,206,321,0.1960,0.3916,+0.1955,0.20,0.20,3,23,"how do subsonic and transonic flutter data measured in the new langley transonic dynamics tunnel compare with similar data obtained in other facilities"
stopwords,1.2,1,bm25_better,8,76,119,0.1793,0.3720,+0.1927,0.20,0.30,7,23,"how far can one trust the linear viscosity-temperature solution assumed in some of the analyses of hypersonic shock layer at low reynolds number"
stopwords,1.2,1,bm25_better,9,136,205,0.2105,0.4032,+0.1927,0.10,0.10,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stopwords,1.2,1,bm25_better,10,167,253,0.1101,0.2917,+0.1815,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stopwords,1.2,1,vector_better,1,52,87,0.8611,0.4292,-0.4319,0.40,0.30,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stopwords,1.2,1,vector_better,2,197,300,0.7917,0.5000,-0.2917,0.30,0.30,3,10,"how is fatigue damage estimated using the normal long-hand method"
stopwords,1.2,1,vector_better,3,183,277,0.4992,0.2328,-0.2664,0.60,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords,1.2,1,vector_better,4,64,105,0.3929,0.1294,-0.2634,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
stopwords,1.2,1,vector_better,5,17,32,0.5115,0.2618,-0.2497,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords,1.2,1,vector_better,6,60,101,0.5395,0.3090,-0.2305,0.30,0.30,5,22,"is there any simple but practical method for numerical integration of the mixing problem ie the blasius problem with three-point boundary conditions"
stopwords,1.2,1,vector_better,7,155,230,0.4611,0.2443,-0.2168,0.30,0.20,6,8,"technical report on measurement of ablation during flight"
stopwords,1.2,1,vector_better,8,148,218,0.4294,0.2246,-0.2049,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords,1.2,1,vector_better,9,177,268,0.5761,0.4055,-0.1706,0.30,0.40,5,14,"what mode of stalling can be expected for each stage of an axial compressor"
stopwords,1.2,1,vector_better,10,144,214,0.7583,0.5989,-0.1595,0.50,0.50,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords,1.2,1,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords,1.2,1,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords,1.2,1,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords,1.2,1,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords,1.2,1,both_poor,5,28,53,0.0008,0.0009,+0.0000,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords,1.2,1,both_poor,6,142,212,0.0014,0.0015,+0.0001,0.00,0.00,1,14,"what dome contours minimize discontinuity stresses when used as closures on cylindrical pressure vessels"
stopwords,1.2,1,both_poor,7,216,340,0.0026,0.0022,-0.0004,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords,1.2,1,both_poor,8,124,182,0.0039,0.0039,-0.0000,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords,1.2,1,both_poor,9,63,104,0.0049,0.0045,-0.0003,0.00,0.00,3,11,"where can i find pressure data on surfaces of swept cylinders"
stopwords,1.2,1,both_poor,10,139,209,0.0058,0.0050,-0.0009,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords,2,0,bm25_better,1,143,213,0.1268,0.5625,+0.4357,0.10,0.10,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords,2,0,bm25_better,2,150,223,0.5833,1.0000,+0.4167,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stopwords,2,0,bm25_better,3,173,264,0.3611,0.7500,+0.3889,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords,2,0,bm25_better,4,81,126,0.1603,0.5263,+0.3661,0.10,0.10,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
stopwords,2,0,bm25_better,5,95,143,0.2121,0.5588,+0.3467,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stopwords,2,0,bm25_better,6,223,356,0.3255,0.6548,+0.3292,0.10,0.30,4,10,"papers on shear buckling of unstiffened rectangular plates under shear"
stopwords,2,0,bm25_better,7,169,255,0.1867,0.5021,+0.3153,0.20,0.20,4,29,"what approximate solutions are known to the indirect problem of transonic flow in the throat of a nozzle ie finding a nozzle which has a given axial velocity distribution"
stopwords,2,0,bm25_better,8,154,227,0.3929,0.6667,+0.2738,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stopwords,2,0,bm25_better,9,200,304,0.2341,0.4731,+0.2389,0.10,0.20,3,21,"are asymptotic methods sufficiently accurate in the determination of pre-buckling stresses in torispherical shells or must we resort to numerical methods"
stopwords,2,0,bm25_better,10,61,102,0.2092,0.4457,+0.2365,0.20,0.20,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stopwords,2,0,vector_better,1,52,87,0.8611,0.1706,-0.6906,0.40,0.10,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stopwords,2,0,vector_better,2,146,216,0.7500,0.2500,-0.5000,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stopwords,2,0,vector_better,3,17,32,0.5115,0.0429,-0.4686,0.10,0.00,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords,2,0,vector_better,4,67,108,0.6480,0.1857,-0.4623,0.80,0.20,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stopwords,2,0,vector_better,5,64,105,0.3929,0.0537,-0.3391,0.20,0.00,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
stopwords,2,0,vector_better,6,190,293,0.5732,0.2376,-0.3356,0.30,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stopwords,2,0,vector_better,7,155,230,0.4611,0.1524,-0.3087,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stopwords,2,0,vector_better,8,77,120,0.7338,0.4260,-0.3078,0.50,0.30,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
stopwords,2,0,vector_better,9,65,106,0.3965,0.1012,-0.2954,0.50,0.00,15,16,"does the boundary layer on a flat plate in a shear flow induce a pressure gradient"
stopwords,2,0,vector_better,10,9,15,0.4237,0.1426,-0.2811,0.20,0.20,3,8,"papers on internal slip flow heat transfer studies"
stopwords,2,0,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords,2,0,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords,2,0,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords,2,0,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords,2,0,both_poor,5,28,53,0.0008,0.0007,-0.0002,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords,2,0,both_poor,6,142,212,0.0014,0.0013,-0.0001,0.00,0.00,1,14,"what dome contours minimize discontinuity stresses when used as closures on cylindrical pressure vessels"
stopwords,2,0,both_poor,7,216,340,0.0026,0.0029,+0.0003,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords,2,0,both_poor,8,124,182,0.0039,0.0035,-0.0004,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords,2,0,both_poor,9,63,104,0.0049,0.0050,+0.0002,0.00,0.00,3,11,"where can i find pressure data on surfaces of swept cylinders"
stopwords,2,0,both_poor,10,139,209,0.0058,0.0043,-0.0015,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords,2,0.75,bm25_better,1,173,264,0.3611,0.8333,+0.4722,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords,2,0.75,bm25_better,2,143,213,0.1268,0.5714,+0.4446,0.10,0.10,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords,2,0.75,bm25_better,3,95,143,0.2121,0.5667,+0.3545,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stopwords,2,0.75,bm25_better,4,84,131,0.1175,0.3864,+0.2689,0.20,0.40,11,20,"references on the methods available for accurately estimating aerodynamic heat transfer to conical bodies for both laminar and turbulent flow"
stopwords,2,0.75,bm25_better,5,76,119,0.1793,0.4350,+0.2557,0.20,0.30,7,23,"how far can one trust the linear viscosity-temperature solution assumed in some of the analyses of hypersonic shock layer at low reynolds number"
stopwords,2,0.75,bm25_better,6,154,227,0.3929,0.6250,+0.2321,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stopwords,2,0.75,bm25_better,7,181,274,0.1293,0.3345,+0.2051,0.10,0.20,5,7,"jet interference with supersonic flows theoretical papers"
stopwords,2,0.75,bm25_better,8,200,304,0.2341,0.4387,+0.2045,0.10,0.20,3,21,"are asymptotic methods sufficiently accurate in the determination of pre-buckling stresses in torispherical shells or must we resort to numerical methods"
stopwords,2,0.75,bm25_better,9,89,137,0.2199,0.4175,+0.1976,0.20,0.30,6,20,"how is the flow at transonic speeds about a delta wing different from that on a closely-related tapered sweptback wing"
stopwords,2,0.75,bm25_better,10,81,126,0.1603,0.3409,+0.1807,0.10,0.10,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
stopwords,2,0.75,vector_better,1,52,87,0.8611,0.4568,-0.4043,0.40,0.30,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stopwords,2,0.75,vector_better,2,197,300,0.7917,0.5000,-0.2917,0.30,0.30,3,10,"how is fatigue damage estimated using the normal long-hand method"
stopwords,2,0.75,vector_better,3,183,277,0.4992,0.2449,-0.2543,0.60,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords,2,0.75,vector_better,4,17,32,0.5115,0.2633,-0.2482,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords,2,0.75,vector_better,5,64,105,0.3929,0.1750,-0.2179,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
stopwords,2,0.75,vector_better,6,82,128,0.5810,0.3731,-0.2079,0.30,0.30,5,23,"how do kuchemanns and multhopps methods for calculating lift distributions on swept wings in subsonic flow compare with each other and with experiment"
stopwords,2,0.75,vector_better,7,148,218,0.4294,0.2292,-0.2003,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords,2,0.75,vector_better,8,177,268,0.5761,0.3892,-0.1869,0.30,0.30,5,14,"what mode of stalling can be expected for each stage of an axial compressor"
stopwords,2,0.75,vector_better,9,155,230,0.4611,0.2777,-0.1834,0.30,0.20,6,8,"technical report on measurement of ablation during flight"
stopwords,2,0.75,vector_better,10,146,216,0.7500,0.5833,-0.1667,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stopwords,2,0.75,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords,2,0.75,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords,2,0.75,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords,2,0.75,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
